MJD,Observatory,Filter,Svo_filter,Flux,d_Flux,Mag,d_Mag,WavelengthEff,FrequencyEff
58899.88,Konkoly,r,SLOAN/SDSS.r,3633.122153190548,128.05717851477343,14.9993,0.0382691,6141.1230039377,488172045744357.4
58899.88,Konkoly,i,SLOAN/SDSS.i,3842.023350264851,162.5443346204435,14.9386,0.0459342,7457.889035897,401980314479085.5
58899.88,Konkoly,z,SLOAN/SDSS.z,4404.737177756723,835.606399845383,14.7902,0.205971,8922.7797236408,335985496992269.56
58922.94,Konkoly,B,Generic/Johnson.B,1224.954619978053,101.141526232689,16.1797,0.0896466,4369.5312126406,686097531773503.8
58922.94,Konkoly,V,Generic/Johnson.V,2289.1803008212128,94.48156968216996,15.5008,0.0448117,5467.5739972259,548309832024416.4
58922.94,Konkoly,g,SLOAN/SDSS.g,1922.3833662278073,95.20800945244606,15.6904,0.0537722,4671.7822137652,641708975895055.1
58922.94,Konkoly,r,SLOAN/SDSS.r,3090.010818892899,88.52100545723978,15.1751,0.0311036,6141.1230039377,488172045744357.4
58922.94,Konkoly,i,SLOAN/SDSS.i,3231.171428887789,158.98160624009464,15.1266,0.0534209,7457.889035897,401980314479085.5
58922.94,Konkoly,z,SLOAN/SDSS.z,3567.467291873441,242.04082211681515,15.0191,0.0736636,8922.7797236408,335985496992269.56
58940.0,Konkoly,B,Generic/Johnson.B,996.5979741107903,73.34879885519918,16.4037,0.0799093,4369.5312126406,686097531773503.8
58940.0,Konkoly,V,Generic/Johnson.V,1861.915639997393,75.15152274928764,15.7251,0.043823,5467.5739972259,548309832024416.4
58940.0,Konkoly,g,SLOAN/SDSS.g,1563.1476426409554,52.47837293547873,15.915,0.0364506,4671.7822137652,641708975895055.1
58940.0,Konkoly,r,SLOAN/SDSS.r,2671.283613167823,68.75773326879501,15.3332,0.0279464,6141.1230039377,488172045744357.4
58940.0,Konkoly,i,SLOAN/SDSS.i,2693.0226120856696,61.65766942709844,15.3244,0.0248583,7457.889035897,401980314479085.5
58940.0,Konkoly,z,SLOAN/SDSS.z,3066.196616010738,128.15014935695902,15.1835,0.0453778,8922.7797236408,335985496992269.56
58945.97,Konkoly,B,Generic/Johnson.B,952.796164023652,65.60050934583037,16.4525,0.0747535,4369.5312126406,686097531773503.8
58945.97,Konkoly,V,Generic/Johnson.V,1740.8445812572766,60.63860004245692,15.7981,0.0378193,5467.5739972259,548309832024416.4
58945.97,Konkoly,g,SLOAN/SDSS.g,1427.18410439464,60.39152212044024,16.0138,0.0459431,4671.7822137652,641708975895055.1
58945.97,Konkoly,r,SLOAN/SDSS.r,2551.7610259626326,60.43196846244185,15.3829,0.0257129,6141.1230039377,488172045744357.4
58945.97,Konkoly,i,SLOAN/SDSS.i,2545.8921384628206,56.24201020567016,15.3854,0.0239853,7457.889035897,401980314479085.5
58945.97,Konkoly,z,SLOAN/SDSS.z,3015.7823836532,137.47170427988962,15.2015,0.0494923,8922.7797236408,335985496992269.56
58951.96,Konkoly,B,Generic/Johnson.B,844.7340493894461,78.21445842822327,16.5832,0.100529,4369.5312126406,686097531773503.8
58951.96,Konkoly,V,Generic/Johnson.V,1630.6471659527126,59.11375713658132,15.8691,0.0393598,5467.5739972259,548309832024416.4
58951.96,Konkoly,g,SLOAN/SDSS.g,1404.882491197492,89.1103410513506,16.0309,0.0688672,4671.7822137652,641708975895055.1
58951.96,Konkoly,r,SLOAN/SDSS.r,2628.0885855957613,193.12115628796488,15.3509,0.0797837,6141.1230039377,488172045744357.4
58951.96,Konkoly,i,SLOAN/SDSS.i,2819.9408576615083,606.9540429240105,15.2744,0.23369,7457.889035897,401980314479085.5
58951.96,Konkoly,z,SLOAN/SDSS.z,3003.5855063856884,377.63357703589674,15.2059,0.136507,8922.7797236408,335985496992269.56
58956.91,Konkoly,B,Generic/Johnson.B,841.4726405705176,61.56441638387284,16.5874,0.0794354,4369.5312126406,686097531773503.8
58956.91,Konkoly,V,Generic/Johnson.V,1574.9979759188243,54.77769674366733,15.9068,0.0377614,5467.5739972259,548309832024416.4
58956.91,Konkoly,g,SLOAN/SDSS.g,1307.4948893471965,42.99235103523799,16.1089,0.0357006,4671.7822137652,641708975895055.1
58956.91,Konkoly,r,SLOAN/SDSS.r,2397.7284699638208,55.48954127366622,15.4505,0.0251267,6141.1230039377,488172045744357.4
58956.91,Konkoly,i,SLOAN/SDSS.i,2344.2288153199224,52.30714042399928,15.475,0.0242262,7457.889035897,401980314479085.5
58956.91,Konkoly,z,SLOAN/SDSS.z,2740.059540597822,131.73323806924716,15.3056,0.0521987,8922.7797236408,335985496992269.56
58961.96,Konkoly,B,Generic/Johnson.B,805.0817834659281,50.25983852546122,16.6354,0.0677806,4369.5312126406,686097531773503.8
58961.96,Konkoly,V,Generic/Johnson.V,1507.5787248508786,50.57544821634061,15.9543,0.0364237,5467.5739972259,548309832024416.4
58961.96,Konkoly,g,SLOAN/SDSS.g,1255.2204322412151,36.29347060239811,16.1532,0.031393,4671.7822137652,641708975895055.1
58961.96,Konkoly,r,SLOAN/SDSS.r,2333.672991608684,55.612300560464654,15.4799,0.0258735,6141.1230039377,488172045744357.4
58961.96,Konkoly,i,SLOAN/SDSS.i,2219.422579211677,61.14298157865075,15.5344,0.029911,7457.889035897,401980314479085.5
58961.96,Konkoly,z,SLOAN/SDSS.z,2650.696471682484,124.94796090340692,15.3416,0.0511792,8922.7797236408,335985496992269.56
